Unnamed: 0,trial,participant,code_file,code_language,timestamp,duration,x_cord,y_cord,aoi_x,aoi_y,aoi_width,aoi_height,token,length,srcML,quality,line,part,complexity,stage
13051,2,37,rectangle_java2.jpg,rectangle_java2.jpg,431109666,64,776.831875,401.64625,734,407,65,14,this.x2,7,class->block->constructor->block->block_content->expr_stmt->expr->name->name->operator->name,65,6,1,A,stage1
13052,2,37,rectangle_java2.jpg,rectangle_java2.jpg,431245622,72,658.1644444,233.34,660,225,47,15,class,5,class,65,1,2,A,stage1
13053,2,37,rectangle_java2.jpg,rectangle_java2.jpg,431425571,56,601.8585714,219.75357140000003,592,225,58,15,public,6,class->specifier,65,1,1,A,stage1
13054,2,37,rectangle_java2.jpg,rectangle_java2.jpg,431637452,100,609.794,215.5876,592,225,58,15,public,6,class->specifier,65,1,1,A,stage1
13055,2,37,rectangle_java2.jpg,rectangle_java2.jpg,431889410,104,677.3957692,213.4473077,660,225,47,15,class,5,class,65,1,2,A,stage1
13056,2,37,rectangle_java2.jpg,rectangle_java2.jpg,432029598,136,680.43,218.7697059,660,225,47,15,class,5,class,65,1,2,A,stage1
13057,2,37,rectangle_java2.jpg,rectangle_java2.jpg,432269644,116,750.1186207000001,251.4865517,751,262,27,16,int,3,class->block->decl_stmt->decl->type->name,65,2,2,A,stage1
13058,2,37,rectangle_java2.jpg,rectangle_java2.jpg,432721441,76,690.2147368,292.88,672,297,58,16,public,6,class->block->constructor->specifier,65,3,1,A,stage1
13059,2,37,rectangle_java2.jpg,rectangle_java2.jpg,432861342,136,685.8108824,288.4458824,672,297,58,16,public,6,class->block->constructor->specifier,65,3,1,A,stage1
13060,2,37,rectangle_java2.jpg,rectangle_java2.jpg,432945323,80,687.99,287.983,672,297,58,16,public,6,class->block->constructor->specifier,65,3,1,A,stage1
13061,2,37,rectangle_java2.jpg,rectangle_java2.jpg,433193400,200,672.2962,259.2126,672,262,68,16,private,7,class->block->decl_stmt->decl->type->specifier,65,2,1,A,stage1
13062,2,37,rectangle_java2.jpg,rectangle_java2.jpg,433525466,88,678.1740909,300.3572727,672,297,58,16,public,6,class->block->constructor->specifier,65,3,1,A,stage1
13063,2,37,rectangle_java2.jpg,rectangle_java2.jpg,433677505,148,681.8056757,296.03729730000003,672,297,58,16,public,6,class->block->constructor->specifier,65,3,1,A,stage1
13064,2,37,rectangle_java2.jpg,rectangle_java2.jpg,433949525,232,730.2905172000001,286.6543103,740,297,86,16,Rectangle,9,class->block->constructor->name,65,3,2,A,stage1
13065,2,37,rectangle_java2.jpg,rectangle_java2.jpg,434009507,56,730.7328571,277.0592857,672,262,68,16,private,7,class->block->decl_stmt->decl->type->specifier,65,2,1,A,stage1
13066,2,37,rectangle_java2.jpg,rectangle_java2.jpg,434137474,124,767.4335484000001,274.4941935,751,262,27,16,int,3,class->block->decl_stmt->decl->type->name,65,2,2,A,stage1
13067,2,37,rectangle_java2.jpg,rectangle_java2.jpg,434269444,128,767.111875,265.3621875,751,262,27,16,int,3,class->block->decl_stmt->decl->type->name,65,2,2,A,stage1
13068,2,37,rectangle_java2.jpg,rectangle_java2.jpg,434353356,80,765.9105,256.661,751,262,27,16,int,3,class->block->decl_stmt->decl->type->name,65,2,2,A,stage1
13069,2,37,rectangle_java2.jpg,rectangle_java2.jpg,434429260,72,771.5538889,264.3527778,751,262,27,16,int,3,class->block->decl_stmt->decl->type->name,65,2,2,A,stage1
13070,2,37,rectangle_java2.jpg,rectangle_java2.jpg,434577259,76,728.0047367999999,251.3873684,672,262,68,16,private,7,class->block->decl_stmt->decl->type->specifier,65,2,1,A,stage1
