Unnamed: 0,trial,participant,code_file,code_language,timestamp,duration,x_cord,y_cord,aoi_x,aoi_y,aoi_width,aoi_height,token,length,srcML,quality,line,part,complexity,stage
3933,2,207,vehicle_java2.jpg,vehicle_java2.jpg,18079186985,92,731.4721739,170.566087,712,180,58,16,String,6,class->block->decl_stmt->decl->type->name,85,2,1,B,stage1
3934,2,207,vehicle_java2.jpg,vehicle_java2.jpg,18079842767,180,752.5444444,174.45244440000002,712,180,58,16,String,6,class->block->decl_stmt->decl->type->name,85,2,1,B,stage1
3935,2,207,vehicle_java2.jpg,vehicle_java2.jpg,18079906764,60,769.076,179.3886667,712,180,58,16,String,6,class->block->decl_stmt->decl->type->name,85,2,1,B,stage1
3936,2,207,vehicle_java2.jpg,vehicle_java2.jpg,18079906764,60,769.076,179.3886667,778,180,78,16,producer,8,class->block->decl_stmt->decl->name,85,2,2,B,stage1
3937,2,207,vehicle_java2.jpg,vehicle_java2.jpg,18079970764,60,787.3580000000001,178.32266669999998,778,180,78,16,producer,8,class->block->decl_stmt->decl->name,85,2,2,B,stage1
3938,2,207,vehicle_java2.jpg,vehicle_java2.jpg,18080230854,256,795.3676562999999,179.30625,778,180,78,16,producer,8,class->block->decl_stmt->decl->name,85,2,2,B,stage1
3939,2,207,vehicle_java2.jpg,vehicle_java2.jpg,18080314882,80,795.5955,175.8325,778,180,78,16,producer,8,class->block->decl_stmt->decl->name,85,2,2,B,stage1
3940,2,207,vehicle_java2.jpg,vehicle_java2.jpg,18080410869,72,737.855,208.27,712,216,29,16,int,3,class->block->decl_stmt->decl->type->name,85,3,1,B,stage1
3941,2,207,vehicle_java2.jpg,vehicle_java2.jpg,18080410869,72,737.855,208.27,750,216,78,16,topSpeed,8,class->block->decl_stmt->decl->name,85,3,2,B,stage1
3942,2,207,vehicle_java2.jpg,vehicle_java2.jpg,18080574808,160,736.4960000000001,208.606,712,216,29,16,int,3,class->block->decl_stmt->decl->type->name,85,3,1,B,stage1
3943,2,207,vehicle_java2.jpg,vehicle_java2.jpg,18080638776,60,732.544,211.7213333,712,216,29,16,int,3,class->block->decl_stmt->decl->type->name,85,3,1,B,stage1
3944,2,207,vehicle_java2.jpg,vehicle_java2.jpg,18080834737,108,792.3618518999999,215.3118519,750,216,78,16,topSpeed,8,class->block->decl_stmt->decl->name,85,3,2,B,stage1
3945,2,207,vehicle_java2.jpg,vehicle_java2.jpg,18080954718,116,790.2565517,224.0131034,750,216,78,16,topSpeed,8,class->block->decl_stmt->decl->name,85,3,2,B,stage1
3946,2,207,vehicle_java2.jpg,vehicle_java2.jpg,18081030738,72,792.0494444,230.5705556,750,216,78,16,topSpeed,8,class->block->decl_stmt->decl->name,85,3,2,B,stage1
3947,2,207,vehicle_java2.jpg,vehicle_java2.jpg,18081146767,68,892.1835294,210.67,856,216,116,16,currentSpeed,12,class->block->decl_stmt->decl->name,85,3,4,B,stage1
3948,2,207,vehicle_java2.jpg,vehicle_java2.jpg,18081222772,72,891.3527777999999,228.335,856,216,116,16,currentSpeed,12,class->block->decl_stmt->decl->name,85,3,4,B,stage1
3949,2,207,vehicle_java2.jpg,vehicle_java2.jpg,18081338695,112,886.5967857,223.1992857,856,216,116,16,currentSpeed,12,class->block->decl_stmt->decl->name,85,3,4,B,stage1
3950,2,207,vehicle_java2.jpg,vehicle_java2.jpg,18082386712,64,773.460625,317.574375,772,306,125,16,this.producer,13,class->block->constructor->block->block_content->expr_stmt->expr->name->name->operator->name,85,5,1,B,stage1
